PROVINCIAS,MES,CERO,B,C,ECO,Sin_distintivo,Se_desconoce,ANNO,VEHICULO,MES_ANNO
Toledo,2,2,0,166,0,1,2,2019,Moto,2/2019
Toledo,3,2,0,202,0,2,2,2019,Moto,3/2019
Toledo,4,2,0,198,0,1,2,2019,Moto,4/2019
Toledo,5,2,0,211,0,2,2,2019,Moto,5/2019
Toledo,6,2,0,215,0,2,2,2019,Moto,6/2019
Toledo,7,2,0,201,0,2,2,2019,Moto,7/2019
Toledo,8,1,0,132,0,1,1,2019,Moto,8/2019
Toledo,9,2,0,144,0,1,1,2019,Moto,9/2019
Toledo,10,2,0,170,0,1,2,2019,Moto,10/2019
Toledo,11,2,0,161,0,1,2,2019,Moto,11/2019
Toledo,12,2,0,170,0,1,2,2019,Moto,12/2019
Valencia/València,1,15,0,744,0,7,6,2019,Moto,1/2019
Valencia/València,2,15,0,777,0,8,6,2019,Moto,2/2019
Valencia/València,3,19,0,948,0,9,8,2019,Moto,3/2019
Valencia/València,4,18,0,928,0,9,8,2019,Moto,4/2019
Valencia/València,5,19,0,991,0,10,8,2019,Moto,5/2019
Valencia/València,6,20,0,1009,0,10,8,2019,Moto,6/2019
Valencia/València,7,18,0,944,0,9,8,2019,Moto,7/2019
Valencia/València,8,12,0,621,0,6,5,2019,Moto,8/2019
Valencia/València,9,13,0,675,0,7,5,2019,Moto,9/2019
Valencia/València,10,16,0,796,0,8,6,2019,Moto,10/2019
Valencia/València,11,15,0,756,0,7,6,2019,Moto,11/2019
Valencia/València,12,16,0,796,0,8,6,2019,Moto,12/2019
Valladolid,1,1,0,93,0,0,1,2019,Moto,1/2019
Valladolid,2,1,0,97,0,0,1,2019,Moto,2/2019
Valladolid,3,1,0,118,0,0,1,2019,Moto,3/2019
Valladolid,4,1,0,115,0,0,1,2019,Moto,4/2019
Valladolid,5,1,0,123,0,0,1,2019,Moto,5/2019
Valladolid,6,1,0,125,0,1,2,2019,Moto,6/2019
Valladolid,7,1,0,117,0,0,1,2019,Moto,7/2019
Valladolid,8,1,0,77,0,0,1,2019,Moto,8/2019
Valladolid,9,1,0,84,0,0,1,2019,Moto,9/2019
Valladolid,10,1,0,99,0,0,1,2019,Moto,10/2019
Valladolid,11,1,0,94,0,0,1,2019,Moto,11/2019
Valladolid,12,1,0,99,0,0,1,2019,Moto,12/2019
Bizkaia,1,2,0,171,0,1,1,2019,Moto,1/2019
Bizkaia,2,2,0,179,0,1,1,2019,Moto,2/2019
Bizkaia,3,3,0,218,0,1,1,2019,Moto,3/2019
Bizkaia,4,3,0,214,0,1,1,2019,Moto,4/2019
Bizkaia,5,3,0,228,0,1,1,2019,Moto,5/2019
Bizkaia,6,3,0,233,0,2,1,2019,Moto,6/2019
Bizkaia,7,3,0,218,0,1,1,2019,Moto,7/2019
Bizkaia,8,2,0,143,0,1,1,2019,Moto,8/2019
Bizkaia,9,2,0,155,0,1,1,2019,Moto,9/2019
Bizkaia,10,2,0,183,0,1,1,2019,Moto,10/2019
Bizkaia,11,2,0,174,0,1,1,2019,Moto,11/2019
Bizkaia,12,2,0,183,0,1,1,2019,Moto,12/2019
Zamora,1,0,0,16,0,0,0,2019,Moto,1/2019
Zamora,2,0,0,17,0,0,0,2019,Moto,2/2019
Zamora,3,0,0,20,0,0,0,2019,Moto,3/2019
Zamora,4,0,0,20,0,0,0,2019,Moto,4/2019
Zamora,5,0,0,21,0,0,0,2019,Moto,5/2019
Zamora,6,0,0,22,0,0,0,2019,Moto,6/2019
Zamora,7,0,0,20,0,0,0,2019,Moto,7/2019
Zamora,8,0,0,13,0,0,0,2019,Moto,8/2019
Zamora,9,0,0,15,0,0,0,2019,Moto,9/2019
Zamora,10,0,0,17,0,0,0,2019,Moto,10/2019
Zamora,11,0,0,16,0,0,0,2019,Moto,11/2019
Zamora,12,0,0,17,0,0,0,2019,Moto,12/2019
Zaragoza,1,4,0,208,0,2,1,2019,Moto,1/2019
Zaragoza,2,4,0,218,0,2,2,2019,Moto,2/2019
Zaragoza,3,4,0,266,0,2,2,2019,Moto,3/2019
Zaragoza,4,4,0,260,0,2,2,2019,Moto,4/2019
Zaragoza,5,5,0,278,0,3,2,2019,Moto,5/2019
Zaragoza,6,5,0,283,0,3,2,2019,Moto,6/2019
Zaragoza,7,4,0,264,0,2,2,2019,Moto,7/2019
Zaragoza,8,3,0,174,0,2,1,2019,Moto,8/2019
Zaragoza,9,3,0,189,0,2,1,2019,Moto,9/2019
Zaragoza,10,4,0,223,0,2,2,2019,Moto,10/2019
Zaragoza,11,4,0,212,0,2,2,2019,Moto,11/2019
Zaragoza,12,4,0,223,0,2,2,2019,Moto,12/2019
Ceuta,1,0,0,57,0,0,0,2019,Moto,1/2019
Ceuta,2,0,0,59,0,0,0,2019,Moto,2/2019
Ceuta,3,0,0,72,0,0,1,2019,Moto,3/2019
Ceuta,4,0,0,71,0,0,1,2019,Moto,4/2019
Ceuta,5,0,0,76,0,0,1,2019,Moto,5/2019
Ceuta,6,0,0,77,0,0,1,2019,Moto,6/2019
Ceuta,7,0,0,72,0,0,1,2019,Moto,7/2019
Ceuta,8,0,0,47,0,0,0,2019,Moto,8/2019
Ceuta,9,0,0,52,0,0,0,2019,Moto,9/2019
Ceuta,10,0,0,61,0,0,0,2019,Moto,10/2019
Ceuta,11,0,0,58,0,0,0,2019,Moto,11/2019
Ceuta,12,0,0,61,0,0,0,2019,Moto,12/2019
Melilla,1,0,0,36,0,0,0,2019,Moto,1/2019
Melilla,2,0,0,37,0,0,0,2019,Moto,2/2019
Melilla,3,0,0,45,0,0,0,2019,Moto,3/2019
Melilla,4,0,0,44,0,0,0,2019,Moto,4/2019
Melilla,5,0,0,48,0,0,0,2019,Moto,5/2019
Melilla,6,0,0,48,0,0,0,2019,Moto,6/2019
Melilla,7,0,0,45,0,0,0,2019,Moto,7/2019
Melilla,8,0,0,30,0,0,0,2019,Moto,8/2019
Melilla,9,0,0,32,0,0,0,2019,Moto,9/2019
Melilla,10,0,0,38,0,0,0,2019,Moto,10/2019
Melilla,11,0,0,36,0,0,0,2019,Moto,11/2019
Melilla,12,0,0,38,0,0,0,2019,Moto,12/2019
Total,nan,6940,96,172715,67,1981,1808,2019,Moto,nan/2019
